@  {'author': 'Pauli Brattico', 'year': 2021, 'date': 'April', 'study_id': 1, 'study_folder': 'language data working directory/study-4_d-LHM/', 'lexicon_folder': 'language data working directory/lexicons', 'test_corpus_folder': 'language data working directory/study-4_d-LHM/', 'test_corpus_file': 'LHM_corpus.txt', 'only_first_solution': False, 'logging': True, 'ignore_ungrammatical_sentences': False, 'console_output': 'Full', 'datatake_resources': True, 'datatake_resource_sequence': False, 'datatake_timings': False, 'datatake_images': False, 'image_parameter_stop_after_each_image': False, 'image_parameter_show_words': True, 'image_parameter_nolabels': False, 'image_parameter_spellout': False, 'image_parameter_case': False, 'image_parameter_show_sentences': True, 'image_parameter_show_glosses': True, 'extra_ranking': True, 'filter': True, 'lexical_anticipation': True, 'closure': 'Bottom-up', 'working_memory': True, 'positive_spec_selection': 100, 'negative_spec_selection': -100, 'break_head_comp_relations': -100, 'negative_tail_test': -100, 'positive_head_comp_selection': 100, 'negative_head_comp_selection': -100, 'negative_semantics_match': -100, 'lf_legibility_condition': -100, 'negative_adverbial_test': -100, 'positive_adverbial_test': 100}
@  2021-04-14 20:48:17.578383
@  Test sentences from language data working directory\study-4_d-LHM\LHM_corpus.txt.
@  Logs into language data working directory\study-4_d-LHM\LHM_corpus_log.txt.
@  Lexicon from language data working directory\lexicons\lexicon.txt.
@  Redundancy rules from language data working directory\lexicons\redundancy_rules.txt.
@  Universal morphemes from language data working directory\lexicons\ug_morphemes.txt.
@ 
@ 
Number,Sentence,Study_ID,Group 0,Group 1,Total Time,Garden Paths,Memory Reactivation,Steps,Merge,Move Head,Move Phrase,A-Move Phrase,A-bar Move Phrase,Move Adjunct,Agree,Phi,Transfer,Item streamed into syntax,Feature Processing,Extraposition,Inflection,Failed Transfer,LF recovery,LF test,Filter solution,Rank solution,Lexical retrieval,Morphological decomposition,Mean time per word,Asymmetric Merge,Sink,External Tail Test,Execution time (ms)	
137,taytyy#[foc]#[pA]#[hAn] Pekan_gen ihailla Merjaa ,1,2,0,2255,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,19,6,5,10,9,3,29,5,563,37,6,11,46
138,taytyy#C/op Pekan_gen myyda omaisuuttaan ,1,2,0,1675,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,10,6,5,10,9,3,20,5,418,37,6,11,46
139,haluaa#[foc] Pekka ihailla Merjaa ,1,2,0,1955,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,3,26,5,488,45,7,33,62
140,haluaa#[hAn] Pekka ihailla Merjaa ,1,2,0,1955,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,3,26,5,488,45,7,33,62
141,haluaa#[kO] Pekka ihailla Merjaa ,1,2,0,1935,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,3,26,5,483,45,7,33,62
142,haluaa#[pA] Pekka ihailla Merjaa ,1,2,0,1935,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,15,6,4,13,10,3,26,5,483,45,7,33,62
143,haluaa#[foc]#[hAn] Pekka ihailla Merjaa ,1,2,0,2155,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,17,6,4,13,10,3,28,5,538,45,7,33,62
144,haluaa#[foc]#[kO] Pekka ihailla Merjaa ,1,2,0,2135,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,17,6,4,13,10,3,28,5,533,45,7,33,62
145,haluaa#[foc]#[pA] Pekka ihailla Merjaa ,1,2,0,2135,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,17,6,4,13,10,3,28,5,533,45,7,33,62
146,haluaa#[kO]#[hAn] Pekka ihailla Merjaa ,1,2,0,2125,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,17,6,4,13,10,3,28,5,531,45,7,33,62
147,haluaa#[pA]#[hAn] Pekka ihailla Merjaa ,1,2,0,2125,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,17,6,4,13,10,3,28,5,531,45,7,33,78
148,haluaa#[foc]#[kO]#[hAn] Pekka ihailla Merjaa ,1,2,0,2325,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,19,6,4,13,10,3,30,5,581,45,7,33,62
149,haluaa#[foc]#[pA]#[hAn] Pekka ihailla Merjaa ,1,2,0,2325,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,19,6,4,13,10,3,30,5,581,45,7,33,62
150,haluaa#C/op Pekka myyda omaisuuttaan ,1,2,0,1745,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,10,6,4,13,10,3,21,5,436,45,7,33,62
151,on'#C/op Pekka ihaillut Merjaa ,1,2,0,1965,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,491,64,9,48,78
152,on'#[foc] Pekka ihaillut Merjaa ,1,2,0,1985,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,496,64,9,48,62
153,on'#[hAn] Pekka ihaillut Merjaa ,1,2,0,1985,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,496,64,9,48,62
154,on'#[kO] Pekka ihaillut Merjaa ,1,2,0,1965,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,491,64,9,48,62
155,on'#[pA] Pekka ihaillut Merjaa ,1,2,0,1965,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,16,6,3,19,8,6,26,5,491,64,9,48,62
156,on'#[foc]#[hAn] Pekka ihaillut Merjaa ,1,2,0,2185,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,18,6,3,19,8,6,28,5,546,64,9,48,62
157,on'#[foc]#[kO] Pekka ihaillut Merjaa ,1,2,0,2165,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,18,6,3,19,8,6,28,5,541,64,9,48,62
158,on'#[foc]#[pA] Pekka ihaillut Merjaa ,1,2,0,2165,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,18,6,3,19,8,6,28,5,541,64,9,48,78
159,on'#[kO]#[hAn] Pekka ihaillut Merjaa ,1,2,0,2155,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,18,6,3,19,8,6,28,5,538,64,9,48,78
160,on'#[pA]#[hAn] Pekka ihaillut Merjaa ,1,2,0,2155,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,18,6,3,19,8,6,28,5,538,64,9,48,78
161,on'#[foc]#[kO]#[hAn] Pekka ihaillut Merjaa ,1,2,0,2355,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,20,6,3,19,8,6,30,5,588,64,9,48,78
162,on'#[foc]#[pA]#[hAn] Pekka ihaillut Merjaa ,1,2,0,2355,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,20,6,3,19,8,6,30,5,588,64,9,48,78
163,on'#C/op Pekka myynyt omaisuuttaan ,1,2,0,1825,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,12,6,3,19,8,6,22,5,456,64,9,48,78
164,ihailee#C/fin Pekka Merjaa ,1,2,0,1425,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,12,3,2,9,6,2,20,4,475,24,5,17,31
165,ei#C/fin Pekka ihaile Merjaa ,1,2,0,1530,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,12,8,3,16,8,4,21,5,382,41,5,39,46
166,taytyy#C/fin Pekan_gen ihailla Merjaa ,1,2,0,1705,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,12,6,5,10,9,3,22,5,426,37,6,11,62
167,haluaa#C/fin Pekka ihailla Merjaa ,1,2,0,1775,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,12,6,4,13,10,3,23,5,443,45,7,33,62
168,on'#C/fin Pekka ihaillut Merjaa ,1,2,0,1805,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,13,6,3,19,8,6,23,5,451,64,9,48,78
169,myi#C/fin Pekka omaisuuttaan ,1,2,0,1225,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,8,3,2,9,6,2,16,4,408,24,5,17,31
170,ei#C/fin Pekka myynyt omaisuuttaan ,1,2,0,1485,0,0,9,8,13,3,0,0,3,9,12,11,9,0,1,9,8,3,16,8,5,18,5,371,41,5,39,46
171,taytyy#C/fin Pekan_gen myyda omaisuuttaan ,1,2,0,1515,0,0,10,9,16,0,0,0,0,6,11,7,10,3,0,7,6,5,10,9,3,17,5,378,37,6,11,46
172,haluaa#C/fin Pekka myyda omaisuuttaan ,1,2,0,1585,0,0,11,10,19,3,0,0,3,6,10,10,11,3,0,7,6,4,13,10,3,18,5,396,45,7,33,62
173,on'#C/fin Pekka myynyt omaisuuttaan ,1,2,0,1665,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,9,6,3,19,8,6,19,5,416,64,9,48,62
174,ihailee#C/op Merjaa Pekka ,1,2,0,1670,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,556,57,6,58,31
175,ihailee#[foc] Merjaa Pekka ,1,2,0,1690,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,563,57,6,58,46
176,ihailee#[hAn] Merjaa Pekka ,1,2,0,1690,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,563,57,6,58,46
177,ihailee#[kO] Merjaa Pekka ,1,2,0,1670,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,556,57,6,58,46
178,ihailee#[pA] Merjaa Pekka ,1,2,0,1670,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,15,1,3,13,5,4,23,4,556,57,6,58,46
179,ihailee#[foc]#[hAn] Merjaa Pekka ,1,2,0,1890,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,17,1,3,13,5,4,25,4,630,57,6,58,46
180,ihailee#[foc]#[kO] Merjaa Pekka ,1,2,0,1870,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,17,1,3,13,5,4,25,4,623,57,6,58,46
181,ihailee#[foc]#[pA] Merjaa Pekka ,1,2,0,1870,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,17,1,3,13,5,4,25,4,623,57,6,58,46
182,ihailee#[kO]#[hAn] Merjaa Pekka ,1,2,0,1860,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,17,1,3,13,5,4,25,4,620,57,6,58,46
183,ihailee#[pA]#[hAn] Merjaa Pekka ,1,2,0,1860,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,17,1,3,13,5,4,25,4,620,57,6,58,46
184,ihailee#[foc]#[kO]#[hAn] Merjaa Pekka ,1,2,0,2060,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,19,1,3,13,5,4,27,4,686,57,6,58,46
185,ihailee#[foc]#[pA]#[hAn] Merjaa Pekka ,1,2,0,2060,0,0,9,7,14,4,0,0,4,6,9,9,8,0,0,19,1,3,13,5,4,27,4,686,57,6,58,46
186,ei#C/op Merjaa ihaile Pekka ,1,2,0,1795,0,0,11,8,18,6,0,0,6,13,17,16,9,0,1,15,4,4,23,6,3,24,5,448,99,7,120,78
187,ei#C/op Merjaa ollut ihaillut Pekka ,1,2,0,2160,0,0,12,9,21,6,0,0,6,24,29,20,10,0,1,17,11,5,30,9,4,27,6,432,123,7,152,93
188,haluaa#C/op Merjaa ihailla Pekka ,1,2,0,2065,0,0,13,10,26,6,0,0,6,8,13,15,11,5,0,15,3,5,19,8,5,26,5,516,117,9,126,78
189,on'#C/op Merjaa ihaillut Pekka ,1,2,0,2060,0,0,16,9,25,6,0,0,6,15,19,16,10,0,0,16,6,4,24,6,6,26,5,515,132,11,134,78
190,ei#C/fin omaisuuttaan myynyt Pekka ,1,2,0,1570,0,0,11,8,18,5,0,0,5,13,17,15,9,0,1,9,4,4,22,6,4,18,5,392,104,7,124,62
191,haluaa#C/fin omaisuuttaan myyda Pekka ,1,2,0,2915,1,2,13,12,32,9,0,1,7,10,16,18,12,6,0,7,5,6,22,9,5,19,5,728,120,9,130,93
192,on'#C/fin Pekka myynyt omaisuuttaan ,1,2,0,1665,0,0,14,9,19,5,0,0,5,11,14,13,10,0,0,9,6,3,19,8,6,19,5,416,64,9,48,62
193,ihailee#C/op Helsingissa Pekka Merjaa ,1,2,0,2290,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,572,69,8,72,78
194,ihailee#[foc] Helsingissa Pekka Merjaa ,1,2,0,2310,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,577,69,8,72,78
195,ihailee#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2310,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,577,69,8,72,78
196,ihailee#[kO] Helsingissa Pekka Merjaa ,1,2,0,2290,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,572,69,8,72,78
197,ihailee#[pA] Helsingissa Pekka Merjaa ,1,2,0,2290,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,18,9,4,20,9,5,29,6,572,69,8,72,93
198,ihailee#[foc]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2510,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,20,9,4,20,9,5,31,6,627,69,8,72,156
199,ihailee#[foc]#[kO] Helsingissa Pekka Merjaa ,1,2,0,2490,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,20,9,4,20,9,5,31,6,622,69,8,72,78
200,ihailee#[foc]#[pA] Helsingissa Pekka Merjaa ,1,2,0,2490,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,20,9,4,20,9,5,31,6,622,69,8,72,78
201,ihailee#[kO]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2480,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,20,9,4,20,9,5,31,6,620,69,8,72,78
202,ihailee#[pA]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2480,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,20,9,4,20,9,5,31,6,620,69,8,72,78
203,ihailee#[foc]#[kO]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2680,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,22,9,4,20,9,5,33,6,670,69,8,72,93
204,ihailee#[foc]#[pA]#[hAn] Helsingissa Pekka Merjaa ,1,2,0,2680,0,0,12,10,19,4,0,0,4,5,9,16,11,0,3,22,9,4,20,9,5,33,6,670,69,8,72,78
205,ei#C/op Helsingissa Pekan_gen taydy ihailla Merjaa ,1,2,0,2870,0,0,20,13,35,5,0,0,5,17,24,26,14,5,4,18,24,7,33,17,9,32,8,478,176,12,167,140
206,ei#C/op Helsingissa Pekka halua ihailla Merjaa ,1,2,0,3035,0,0,22,14,43,12,0,0,12,17,23,33,15,5,4,18,24,6,40,18,7,33,8,505,214,14,242,171
207,taytyy#C/op Helsingissa Pekan_gen ihailla Merjaa ,1,2,0,2635,0,0,17,12,27,4,0,0,4,7,13,20,13,4,4,18,13,6,22,13,6,31,7,527,109,11,95,109
208,haluaa#C/op Helsingissa Pekka ihailla Merjaa ,1,2,0,2705,0,0,18,13,30,7,0,0,7,7,13,23,14,4,3,18,13,6,25,14,6,32,7,541,134,12,139,93
209,on'#C/op Helsingissa Pekka ihaillut Merjaa ,1,2,0,2725,0,0,22,12,30,9,0,0,9,13,17,25,13,0,3,19,14,4,30,12,9,32,7,545,154,15,162,125
210,ei#C/op Pekan_gen#top Helsingissa taydy ihailla Merjaa ,1,2,0,3045,0,0,20,13,37,10,0,3,7,17,24,28,14,5,3,19,22,7,31,17,6,33,9,507,138,12,103,156
211,ei#C/op Pekka Helsingissa halua ihailla Merjaa ,1,2,0,2985,0,0,22,14,45,12,0,0,12,18,24,32,15,5,2,18,22,6,33,18,6,33,8,497,270,14,333,171
212,taytyy#C/op Pekan_gen#top Helsingissa ihailla Merjaa ,1,2,0,2770,0,0,17,12,30,5,0,3,2,8,14,17,13,4,3,19,12,6,21,13,4,32,8,554,83,11,42,109
213,haluaa#C/op Pekka Helsingissa ihailla Merjaa ,1,2,0,2675,0,0,18,13,34,8,0,0,8,8,13,21,14,4,1,18,11,5,20,14,5,32,7,535,161,12,178,125
214,on'#C/op Pekka Helsingissa ihaillut Merjaa ,1,2,0,2750,0,0,33,12,37,11,0,0,11,16,20,25,13,0,0,19,10,4,30,11,8,32,7,550,271,23,297,125
215,ihailen#C/op Merjaa ,1,2,0,1100,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,550,6,4,2,31
216,ihailen#[foc] Merjaa ,1,2,0,1120,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,560,6,4,2,15
217,ihailen#[hAn] Merjaa ,1,2,0,1120,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,560,6,4,2,15
218,ihailen#[kO] Merjaa ,1,2,0,1100,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,550,6,4,2,31
219,ihailen#[pA] Merjaa ,1,2,0,1100,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,10,1,2,3,4,2,16,3,550,6,4,2,31
220,ihailen#[foc]#[hAn] Merjaa ,1,2,0,1320,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,12,1,2,3,4,2,18,3,660,6,4,2,31
221,ihailen#[foc]#[kO] Merjaa ,1,2,0,1300,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,12,1,2,3,4,2,18,3,650,6,4,2,15
222,ihailen#[foc]#[pA] Merjaa ,1,2,0,1300,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,12,1,2,3,4,2,18,3,650,6,4,2,15
223,ihailen#[kO]#[hAn] Merjaa ,1,2,0,1290,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,12,1,2,3,4,2,18,3,645,6,4,2,15
224,ihailen#[pA]#[hAn] Merjaa ,1,2,0,1290,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,12,1,2,3,4,2,18,3,645,6,4,2,31
225,ihailen#[foc]#[kO]#[hAn] Merjaa ,1,2,0,1490,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,14,1,2,3,4,2,20,3,745,6,4,2,31
226,ihailen#[foc]#[pA]#[hAn] Merjaa ,1,2,0,1490,0,0,6,5,4,0,0,0,0,2,4,2,6,0,0,14,1,2,3,4,2,20,3,745,6,4,2,31
227,haluan#C/op ihailla Merjaa ,1,2,0,1395,0,0,9,8,11,0,0,0,0,4,8,4,9,2,0,10,3,4,5,7,3,19,4,465,14,6,2,46
228,ihailee Pekka Merjaa ,1,2,1,
229,ei Pekka ihaile Merjaa ,1,2,1,
230,taytyy Pekan_genn ihailla Merjaa ,1,2,1,
231,haluaa Pekka ihailla Merjaa ,1,2,1,
232,ihailee Pekka ihailee Merjaa ,1,2,1,
233,on' Pekka ihaillut Merjaa ,1,2,1,
234,myi Pekka omaisuutensa ,1,2,1,
235,does#C/fin John admire' Mary ,1,2,0,1270,0,0,8,7,10,0,0,0,0,6,8,7,8,0,0,10,6,2,10,7,3,18,4,317,21,4,0,31
236,admire'#C/fin John does Mary ,1,2,1,
237,ihaile#C/op Pekka ei Merjaa ,1,3,0,1685,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,421,37,5,30,46
238,ihaile#[foc] Pekka ei Merjaa ,1,3,0,1705,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,426,37,5,30,62
239,ihaile#[hAn] Pekka ei Merjaa ,1,3,0,1705,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,426,37,5,30,46
240,ihaile#[kO] Pekka ei Merjaa ,1,3,0,1685,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,421,37,5,30,46
241,ihaile#[pA] Pekka ei Merjaa ,1,3,0,1685,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,15,8,3,15,8,2,24,5,421,37,5,30,46
242,ihaile#[foc]#[hAn] Pekka ei Merjaa ,1,3,0,1905,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,17,8,3,15,8,2,26,5,476,37,5,30,46
243,ihaile#[foc]#[kO] Pekka ei Merjaa ,1,3,0,1885,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,17,8,3,15,8,2,26,5,471,37,5,30,62
244,ihaile#[foc]#[pA] Pekka ei Merjaa ,1,3,0,1885,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,17,8,3,15,8,2,26,5,471,37,5,30,62
245,ihaile#[kO]#[hAn] Pekka ei Merjaa ,1,3,0,1875,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,17,8,3,15,8,2,26,5,468,37,5,30,62
246,ihaile#[pA]#[hAn] Pekka ei Merjaa ,1,3,0,1875,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,17,8,3,15,8,2,26,5,468,37,5,30,46
247,ihaile#[foc]#[kO]#[hAn] Pekka ei Merjaa ,1,3,0,2075,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,19,8,3,15,8,2,28,5,518,37,5,30,62
248,ihaile#[foc]#[pA]#[hAn] Pekka ei Merjaa ,1,3,0,2075,0,0,9,8,11,2,0,0,2,8,11,10,9,0,1,19,8,3,15,8,2,28,5,518,37,5,30,62
249,myi#C/op Pekka omaisuutensa ,1,3,0,1385,0,0,8,7,10,2,0,0,2,4,6,6,8,0,0,11,3,2,9,6,2,19,4,461,24,5,17,46
250,ihaillut#C/op Pekka on' Merjaa ,1,3,0,1955,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,488,55,7,42,62
251,ihaillut#[foc] Pekka on' Merjaa ,1,3,0,1975,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,493,55,7,42,62
252,ihaillut#[hAn] Pekka on' Merjaa ,1,3,0,1975,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,493,55,7,42,62
253,ihaillut#[kO] Pekka on' Merjaa ,1,3,0,1955,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,488,55,7,42,78
254,ihaillut#[pA] Pekka on' Merjaa ,1,3,0,1955,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,16,6,3,18,8,4,26,5,488,55,7,42,62
255,ihaillut#[foc]#[hAn] Pekka on' Merjaa ,1,3,0,2175,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,18,6,3,18,8,4,28,5,543,55,7,42,62
256,ihaillut#[foc]#[kO] Pekka on' Merjaa ,1,3,0,2155,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,18,6,3,18,8,4,28,5,538,55,7,42,62
257,ihaillut#[foc]#[pA] Pekka on' Merjaa ,1,3,0,2155,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,18,6,3,18,8,4,28,5,538,55,7,42,62
258,ihaillut#[kO]#[hAn] Pekka on' Merjaa ,1,3,0,2145,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,18,6,3,18,8,4,28,5,536,55,7,42,62
259,ihaillut#[pA]#[hAn] Pekka on' Merjaa ,1,3,0,2145,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,18,6,3,18,8,4,28,5,536,55,7,42,62
260,ihaillut#[foc]#[kO]#[hAn] Pekka on' Merjaa ,1,3,0,2345,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,20,6,3,18,8,4,30,5,586,55,7,42,62
261,ihaillut#[foc]#[pA]#[hAn] Pekka on' Merjaa ,1,3,0,2345,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,20,6,3,18,8,4,30,5,586,55,7,42,62
262,myynyt#C/op Pekka on' omaisuutensa ,1,3,0,1795,0,0,11,9,15,4,0,0,4,9,12,12,10,0,0,12,6,3,18,8,4,22,5,448,60,7,53,62
263,ihailla#C/op Pekka haluaa Merjaa ,1,3,0,1955,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,488,40,7,24,62
264,ihailla#[foc] Pekka haluaa Merjaa ,1,3,0,1975,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,493,40,7,24,62
265,ihailla#[hAn] Pekka haluaa Merjaa ,1,3,0,1975,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,493,40,7,24,62
266,ihailla#[kO] Pekka haluaa Merjaa ,1,3,0,1955,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,488,40,7,24,156
267,ihailla#[pA] Pekka haluaa Merjaa ,1,3,0,1955,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,15,8,4,15,10,4,26,5,488,40,7,24,62
268,ihailla#[foc]#[hAn] Pekka haluaa Merjaa ,1,3,0,2175,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,17,8,4,15,10,4,28,5,543,40,7,24,62
269,ihailla#[foc]#[kO] Pekka haluaa Merjaa ,1,3,0,2155,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,17,8,4,15,10,4,28,5,538,40,7,24,78
270,ihailla#[foc]#[pA] Pekka haluaa Merjaa ,1,3,0,2155,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,17,8,4,15,10,4,28,5,538,40,7,24,62
271,ihailla#[kO]#[hAn] Pekka haluaa Merjaa ,1,3,0,2145,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,17,8,4,15,10,4,28,5,536,40,7,24,62
272,ihailla#[pA]#[hAn] Pekka haluaa Merjaa ,1,3,0,2145,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,17,8,4,15,10,4,28,5,536,40,7,24,62
273,ihailla#[foc]#[kO]#[hAn] Pekka haluaa Merjaa ,1,3,0,2345,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,19,8,4,15,10,4,30,5,586,40,7,24,62
274,ihailla#[foc]#[pA]#[hAn] Pekka haluaa Merjaa ,1,3,0,2345,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,19,8,4,15,10,4,30,5,586,40,7,24,62
275,myyda#C/op Pekka haluaa omaisuutensa ,1,3,0,1745,0,0,11,10,17,3,0,0,3,6,10,10,11,2,0,10,8,4,15,10,4,21,5,436,40,7,24,62
276,ihailla#C/op Pekan_gen taytyy Merjaa ,1,3,0,1885,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,471,36,6,10,46
277,ihailla#[foc] Pekan_gen taytyy Merjaa ,1,3,0,1905,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,476,36,6,10,46
278,ihailla#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,1905,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,476,36,6,10,46
279,ihailla#[kO] Pekan_gen taytyy Merjaa ,1,3,0,1885,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,471,36,6,10,46
280,ihailla#[pA] Pekan_gen taytyy Merjaa ,1,3,0,1885,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,15,8,5,12,9,4,25,5,471,36,6,10,46
281,ihailla#[foc]#[hAn] Pekan_gen taytyy Merjaa ,1,3,0,2105,0,0,10,9,14,0,0,0,0,6,11,7,10,2,0,17,8,5,12,9,4,27,5,526,36,6,10,46
