ï»¿dummy        {'dummy', 'LANG:EN'}
koko            {'-SPEC:C', '!PROBE:N', '-SPEC:V', 'adjoinable', '-COMP:D', 'COMP:N', '-ARG', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '!COMP:*', 'OP', 'TAIL:T', '-SPEC:N', 'D', '-COMP:uR', 'PF:koko', '-SPEC:D', 'LF:all', '-COMP:T/fin'}
kuka            ['LANG:FI']
kuka-           {'N', 'COMP:R/D', '-SPEC:V', 'PF:kuka', 'LF:who', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'PHI', 'COMP:R', '-SPEC:R', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
kuorsaa-        {'ASP', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:D', 'LF:snore', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', 'COMP:P', '-SPEC:FORCE', '-COMP:N', 'PF:kuorsaa', '-COMP:WH', '-COMP:v', 'V', '-VAL', '-COMP:T/fin'}
kuorsaamalla    ['LANG:FI']
lahella         {'-SPEC:v', '-SPEC:C', 'adjoinable', '-SPEC:iR', '-COMP:ADV', '-SPEC:ADV', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:INF', 'ARG', '-SPEC:FORCE', '-COMP:T/fin', '-SPEC:C/fin', '!SPEC:D', '-SPEC:iWH', '-COMP:uWH', '-SPEC:V', 'PHI:NUM:_', 'COMP:V', 'COMP:v', 'SPEC:*', 'COMP:D', '-COMP:C/fin', '-SPEC:Neg/fin', 'LANG:FI', 'INF', 'PHI:DET:_', '-SPEC:P', '!COMP:*', '!SPEC:*', '-COMP:N', '-SPEC:N', '-COMP:FORCE', 'VAL', 'PF:lahella', 'LF:near'}
lahella         {'-SPEC:v', '-SPEC:C', '-COMP:uWH', '-SPEC:V', 'adjoinable', '!COMP:D', 'PHI:NUM:_', '-SPEC:iR', '-COMP:ADV', 'SPEC:*', '-SPEC:ADV', 'COMP:D', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', 'PHI:DET:_', '-SPEC:INF', 'ARG', '!COMP:*', '-SPEC:P', '-SPEC:FORCE', '-SPEC:C/fin', '-COMP:N', '-SPEC:N', '-VAL', '-COMP:T/fin', 'PF:lahella', 'LF:near', '-SPEC:iWH'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahte-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', '-COMP:D', 'SPEC:D', 'CLASS:INTR', 'PF:lahtea', '-SPEC:T/fin', 'PHI:PER:_', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'COMP:PP', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'LF:leave', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE'}
lavano          ['LANG:IT']
lava-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LANG:IT', 'COMP:D', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', '!COMP:*', 'LF:wash', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'PF:lava'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:C', '!PROBE:N', '-SPEC:V', 'adjoinable', 'PF:le', '-COMP:D', 'LANG:IT', 'COMP:N', '-ARG', '-SPEC:T/fin', '-SPEC:Neg/fin', '-SPEC:MA/lla', 'LF:D', '-SPEC:INF', '-SPEC:P', '!COMP:*', 'OP', '-SPEC:N', 'D', '-COMP:uR', '-SPEC:D', '-COMP:T/fin'}
leaves          ['LANG:EN']
leave           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', 'PHI:GEN:_', 'COMP:P', '-SPEC:FORCE', 'PF:leave', 'LF:leave', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin', '!SPEC:D'}
leave-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', 'PHI:GEN:_', 'COMP:P', '-SPEC:FORCE', 'PF:leave', 'LF:leave', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin', '!SPEC:D'}
like-           {'ASP', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'PF:like', 'LF:like', '-SPEC:T/fin', 'PHI:PER:_', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', 'PHI:GEN:_', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin'}
likes           ['LANG:EN']
like            {'ASP', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'PF:like', 'LF:like', '-SPEC:T/fin', 'PHI:PER:_', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', 'PHI:GEN:_', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin'}
little          ['LANG:EN']
little-         {'LF:little', 'SPEC:D', 'LANG:EN', '2SPEC', '0', 'PF:little-'}
lle             {'-SPEC:v', '-SPEC:C', 'PF:P(lle)', '-COMP:uWH', 'adjoinable', '-SPEC:V', 'PHI:NUM:_', '-SPEC:iR', '-COMP:ADV', '-SPEC:ADV', 'COMP:D', 'TAIL:V,+SEM:directional', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', 'PHI:DET:_', '-SPEC:*', '-SPEC:INF', 'ARG', '-SPEC:P', '!COMP:*', '-SPEC:FORCE', '+SEM:directional', 'LF:for', '-COMP:N', '-SPEC:N', '-VAL', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:iWH'}
lla             {'-SPEC:v', '-SPEC:C', '-COMP:uWH', '-SPEC:V', 'adjoinable', 'TAIL:*V', 'PHI:NUM:_', '-SPEC:iR', '-COMP:ADV', 'SPEC:*', 'LF:by', '-SPEC:ADV', 'COMP:D', 'P', 'PHI:PER:_', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', 'PHI:DET:_', '-SPEC:INF', 'ARG', '-SPEC:P', '!COMP:*', '-SPEC:FORCE', 'TAIL:T', 'PF:P(lla)', '-COMP:N', '-SPEC:N', '-VAL', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:iWH'}
Luisa           ['LANG:IT']
Luisa-          {'N', 'COMP:R/D', '-SPEC:V', 'LF:Luisa', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'PF:Luisa', 'COMP:P', '-COMP:T/fin', 'COMP:R', '-SPEC:R', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin'}
lukemalla       ['LANG:FI']
luke-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:read', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'PF:luke'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'ASP', '!COMP:D', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'LF:find', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PF:loyta-', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'ASP:BOUNDED'}
Mary            ['LANG:EN']
Mary-           {'N', '-adjoinable', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', 'LANG:EN', '-COMP:V', '-COMP:A', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', 'LF:Mary', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-SEM:directional', 'PF:Mary', '-SPEC:C/fin'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merja-          {'N', '-adjoinable', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin', 'PF:Merja', 'LF:Merja'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'ADV', 'adjoinable', 'COMP:v', 'TAIL:T', '-SPEC:N', 'SPEC:*', 'LF:by', 'PF:malla', 'MA/inf', '-SPEC:FORCE', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI'}
meren           ['LANG:FI']
mere-           {'LF:ocean', 'N', 'COMP:R/D', '-SPEC:V', 'PF:meri', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
mistake         {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', 'LANG:EN', '-COMP:V', '-COMP:A', 'LF:mistake', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', 'PF:mistake', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', 'PF:mika-', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'LF:what', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'LANGN:EN', 'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', 'PF:move', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '+SEM:directional', '-COMP:N', '-COMP:v', 'LF:move', 'V', '-VAL', '-SPEC:FORCE'}
mukavasti       ['LANG:EN']
mukava-         {'0', 'SPEC:D', 'LF:comfortably', 'PF:mukavasti', '2SPEC', 'LANG:FI'}
must            {'-SPEC:v', 'FIN', '-SPEC:V', 'PHI:NUM:_', 'T/fin', '-COMP:INF', 'COMP:v', 'COMP:V', '!PROBE:V', 'VAL', 'SPEC:D', 'SPEC:*', 'COMP:D', 'PHI:PER:_', 'COMP:Neg', '-SPEC:T/fin', 'MODAL', 'LF:must', 'SPEC:TO/inf', 'PHI:DET:_', 'ARG', '!COMP:*', 'LANG:EN', '-SPEC:Neg', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:N', 'COMP:T/prt', 'T', '-COMP:T/fin', '-SPEC:TO/inf', '-SPEC:C/fin', '!SPEC:D', 'PF:must'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PF:myy', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LF:sell', 'LANG:FI', 'SPEC:TO/inf', '-COMP:P', 'PHI:DET:_', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'ASP:BOUNDED'}
naki            ['LANG:FI']
nake-           {'ASP', 'PF:nake', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:MA/inf', '-COMP:N', '-COMP:v', 'LF:see', 'V', '-VAL', '-SPEC:FORCE', '-COMP:ESSA/inf', 'ASP:BOUNDED'}
nayttaa         ['LANG:FI']
naytta-         {'ASP', 'SEM:internal', 'SPEC:ADV', 'LF:seem', '-ARG', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'SPEC:P', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PF:naytta', '-COMP:N', '-COMP:v', 'V', '-SPEC:FORCE', 'VAL', '!SPEC:D', '!COMP:VA/inf'}
ndo             {'-SPEC:V', '!COMP:*', 'LANG:EN', '-COMP:T/fin', '?ARG', 'COMP:V', 'COMP:v', 'PRG', '-COMP:C/fin', 'PF:PRG', 'VAL', 'LF:ing', '-SPEC:T/fin', 'INF', '-COMP:FORCE'}
ne              {'-SPEC:C', '!PROBE:N', '-SPEC:V', 'adjoinable', 'PF:ne', '-COMP:D', 'COMP:N', 'LF:those', '-ARG', '-SPEC:T/fin', '-SPEC:Neg/fin', 'LANG:FI', '-SPEC:MA/lla', '-SPEC:INF', '-SPEC:P', '!COMP:*', 'OP', '-SPEC:N', 'D', 'PHI:NUM:PL', '-COMP:uR', 'PHI:PER:3', '-SPEC:D', '-COMP:T/fin'}
niiden          ['LANG:EN']
nen             {'adjoinable', 'PF:a', 'TAIL:D', '-SPEC:A', 'SPEC:*', 'A', '-SPEC:D', 'COMP:0', 'LANG:FI', 'LF:ing'}
not             {'-COMP:C', 'ARG', '!COMP:*', 'LANG:EN', 'PHI:NUM:_', 'Neg', 'PHI:GEN:_', 'SPEC:*', 'PF:not', '-SPEC:T/fin', '-COMP:D', 'POL:NEG', '-VAL', '-COMP:FIN', 'PHI:PER:_', 'LF:not', 'PHI:DET:_'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:sleep', 'PF:nukku', '-COMP:D', 'SPEC:D', 'CLASS:INTR', '-COMP:Neg/fin', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin', '-COMP:T'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', 'LF:possessions', '-COMP:V', '-COMP:A', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin', 'PF:omaisuuden'}
operatoria      ['LANG:IT']
operatoria-     {'PF:operatoria', 'LANG:IT', 'SPEC:D', 'LF:operation', '2SPEC', '0'}
ostaa           ['LANG:FI']
osta-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:buy', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PF:osta', '-COMP:P', 'PHI:DET:_', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'ASP:BOUNDED'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', 'LF:day', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', 'PF:paiva', '-SPEC:C/fin', 'SEM:nonreferential'}
Pariisia        ['LANG:FI']
Pariisi-        {'N', 'COMP:R/D', '-SPEC:V', 'LF:Paris', 'SPEC:A', '-COMP:ADV', '-COMP:D', 'PF:Pariisi', '-SPEC:ADV', '-SPEC:uWH', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
Pekkaa          ['LANG:FI']
Pekka           ['LANG:FI']
Pekan_gen       ['LANG:FI']
Pekan_acc       ['LANG:FI']
Pekka_0acc      ['LANG:FI']
Pekka-          {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', 'PF:Pekka', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-SEM:directional', '-SPEC:C/fin', 'LF:Pekka'}
pelottaa        ['LANG:FI']
pelkaa-         {'ASP', 'PF:pelkaa', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', 'LF:fear', '-SPEC:FORCE', '-VAL'}
persuades       ['LANG:EN']
persuade-       {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:persuade', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', '!COMP:*', 'LANG:EN', 'ARG', '-COMP:V', 'COMP:TO/inf', 'COMP:P', '-SPEC:FORCE', '-COMP:T/fin', 'PHI:GEN:_', 'SEM:external', '-COMP:N', '-COMP:v', 'V', '-VAL', 'PF:persuade'}
peruuntui       ['LANG:FI']
peruuntu-       {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'PF:peruuntui', 'SPEC:D', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'LANG:FI', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LF:cancelled', '-COMP:V', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin'}
pesi            ['LANG:FI']
pesta           ['LANG:FI']
pese-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'LF:wash', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', 'PF:pese', 'ASP:BOUNDED'}
pese-           {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'COMP:D', 'CLASS:TR', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', '-COMP:P', 'SPEC:P', 'LF:wash', 'ARG', '!COMP:*', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-SPEC:FORCE', '-COMP:N', '-COMP:v', 'V', '-VAL', 'PF:pese'}
petardi         {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', 'PF:petardi', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin', 'LF:firecrackers'}
pieni           ['LANG:FI']
pieni-          {'0', 'LF:small', 'SPEC:D', 'PF:pieni-', '2SPEC', 'LANG:FI'}
poikien         ['LANG:FI']
poika-          {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LANG:FI', '-SPEC:INF', 'LF:boy', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', 'PF:poika', '-SPEC:C/fin'}
puhelinta       ['LANG:FI']
puhelin-        {'0', 'LF:phone', 'SPEC:D', 'PF:puhelin', '2SPEC', 'LANG:FI'}
punainen        ['LANG:FI']
puna-           {'SPEC:D', '2SPEC', 'LF:red', 'PF:puna-', 'LANG:FI', '0'}
presupposto     {'N', 'COMP:R/D', '-SPEC:V', 'LF:presupposition', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'COMP:P', 'COMP:R', '-SPEC:R', '-SPEC:FORCE', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-COMP:AUX', '-COMP:T/fin', 'PF:presupposto', '-SPEC:C/fin'}
primary         {'N', 'COMP:R/D', '-SPEC:V', 'SPEC:A', '-COMP:ADV', '-COMP:D', '-SPEC:uWH', 'LANG:IT', '-SPEC:ADV', '-COMP:C/fin', '-SPEC:T/fin', 'LF:nurse', '-SPEC:INF', '-SPEC:P', '-COMP:A', '-COMP:V', 'PF:primary', 'COMP:P', 'COMP:R', '-SPEC:R', '-COMP:N', 'COMP:uR', '-SPEC:N', '-COMP:v', '-COMP:WH', '-SPEC:FORCE', '-COMP:AUX', '-COMP:T/fin', '-SPEC:C/fin'}
promises        ['LANG:EN']
promise-        {'ASP', 'SEM:internal', 'SPEC:ADV', 'PHI:NUM:_', 'SPEC:D', 'COMP:D', 'PHI:PER:_', '-SPEC:T/fin', 'PF:promise', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', 'LANG:EN', '-COMP:V', '-COMP:T/fin', 'COMP:P', 'PHI:GEN:_', '-COMP:N', '-COMP:v', 'V', 'LF:promise', '-SPEC:FORCE', '-VAL'}
pyytaa          ['LANG:FI']
pyyta-          {'ASP', 'LF:ask', 'SPEC:ADV', 'PHI:NUM:_', 'PF:pyyda', 'PHI:PER:_', '-SPEC:T/fin', 'SPEC:TO/inf', 'LANG:FI', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', 'COMP:P', '-SPEC:FORCE', 'SEM:external', '-COMP:N', '-COMP:v', 'V', '-VAL', '-COMP:T/fin'}
raukesi         ['LANG:FI']
raukea-         {'ASP', 'SPEC:ADV', 'PHI:NUM:_', 'LF:terminate', 'PHI:PER:_', '-SPEC:T/fin', 'LANG:FI', 'SPEC:TO/inf', 'PHI:DET:_', 'SPEC:P', 'ARG', '-COMP:V', '-COMP:T/fin', 'COMP:P', '-COMP:N', '-COMP:v', 'V', '-VAL', '-SPEC:FORCE', 'PF:raukea'}
red             ['LANG:EN']
red-            {'SPEC:D', 'LANG:EN', 'LF:red', 'PF:red', '2SPEC', '0'}
saavuttaa       ['LANG:FI']
