ï»¿dummy        {'dummy', 'LANG:EN'}
kaksi           {'NUM', 'TAIL:ARG,ASP:BOUNDED', 'LANG:EN', 'LF:two', 'TAIL:*POL:NEG', 'SPEC:*', 'PF:kaksi', 'COMP:N', 'COMP:n'}
kaksi_1         {'ARG', 'NUM', 'TAIL:ARG,VAL,FIN', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', 'LF:two', 'COMP:n', 'SPEC:*', 'PHI:NUM:SG', 'PF:kaksi', 'LANG:FI', '-VAL', 'COMP:N'}
kaksi_2         {'NUM', 'TAIL:ARG,ASP:BOUNDED', 'LANG:EN', 'LF:two', 'TAIL:*POL:NEG', 'SPEC:*', 'PF:kaksi', 'COMP:N', 'COMP:n'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'LF:two', 'NUM', 'SPEC:*', 'PF:kaksi', 'LANG:FI', 'COMP:n', 'COMP:N'}
kaupunkia       ['LANG:EN']
kaupunki        {'-SPEC:V', '-COMP:P', '-COMP:V', 'PF:kaupunki', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'LF:city', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'ARG', '-COMP:V', 'SEM:external', 'SPEC:ADV', '-SPEC:T/fin', '!COMP:A/inf', 'COMP:P', 'PF:kaske', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', 'LF:order', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-SPEC:V', '-COMP:V', '-SPEC:T/fin', 'LF:watch', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'PF:kello', 'COMP:T/prt', '-COMP:A', '-SPEC:R', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
kello0-         {'SPEC:D', '0', 'PF:kello', 'LANG:FI', 'LF:watch', '2SPEC'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-COMP:v', '-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', 'PF:key', '-SPEC:R', 'LANG:EN', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', 'LF:key', 'COMP:R/D', '-COMP:VA/inf'}
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-SPEC:V', '-COMP:V', 'PF:kirja', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SEM:directional', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', 'LF:book', '-COMP:A', '-SPEC:R', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
knows           ['LANG:EN']
know-           {'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', 'PF:know', 'COMP:P', '-VAL', 'LF:know', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'LANG:EN', 'CLASS:TR', 'PHI:NUM:_', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
kohti           {'ARG', '-SPEC:V', 'COMP:D', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:N', '-SPEC:v', '-SPEC:ADV', 'SPEC:*', '-SPEC:P', 'LANG:FI', '-SPEC:C/fin', '-VAL', '-COMP:N', 'TAIL:V', '-COMP:ADV', 'PF:kohti', '-COMP:A', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'P', 'adjoinable', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-SPEC:FORCE', '!COMP:*', 'LF:towards'}
koko            {'LF:all', '-SPEC:V', '-COMP:P', '-SPEC:Neg/fin', '-SPEC:T/fin', '-SPEC:MA/lla', '-SPEC:P', 'TAIL:T', 'LANG:FI', 'COMP:N', '-COMP:uR', 'D', 'PF:koko', '-ARG', 'OP', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-COMP:D', '!PROBE:N', '!COMP:*', 'adjoinable'}
kuka            ['LANG:FI']
kuka-           {'-SPEC:V', '-COMP:V', 'PF:kuka', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', 'PHI', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', 'LF:who', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'ARG', '-COMP:V', 'SPEC:ADV', '-SPEC:T/fin', 'PF:kuorsaa', 'COMP:P', 'LANG:FI', '-COMP:WH', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T/fin', '-COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', 'LF:snore'}
lahella         {'ARG', '-SPEC:V', 'COMP:D', 'INF', '-SPEC:Neg/fin', 'PF:lahella', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:v', 'LANG:FI', '!SPEC:*', '-COMP:A', '-SPEC:iR', 'COMP:v', 'P', 'VAL', 'PHI:PER:_', '-COMP:T/fin', '-COMP:C/fin', '!COMP:*', 'adjoinable', '-COMP:FORCE', '!SPEC:D', 'COMP:V', '-SPEC:N', '-SPEC:ADV', 'LF:near', 'SPEC:*', '-SPEC:P', '-SPEC:C/fin', '-COMP:N', '-COMP:ADV', '-SPEC:iWH', 'PHI:DET:_', 'PHI:NUM:_', '-COMP:T', '-SPEC:C', '-SPEC:INF', '-SPEC:FORCE'}
lahella         {'ARG', '-SPEC:V', 'COMP:D', '-SPEC:Neg/fin', 'PF:lahella', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:N', '-SPEC:v', '-SPEC:ADV', 'LF:near', 'SPEC:*', '-SPEC:P', 'LANG:FI', '-SPEC:C/fin', '-VAL', '-SPEC:INF', '-COMP:N', '-COMP:ADV', '-COMP:A', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'P', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T', '-SPEC:C', '-COMP:T/fin', '!COMP:D', '-SPEC:FORCE', '!COMP:*', 'adjoinable'}
lahella_1       {'ARG', '-SPEC:V', 'COMP:D', '-SPEC:Neg/fin', 'PF:lahella', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:N', '-SPEC:v', '-SPEC:ADV', 'LF:near', 'SPEC:*', '-SPEC:P', 'LANG:FI', '-SPEC:C/fin', '-VAL', '-SPEC:INF', '-COMP:N', '-COMP:ADV', '-COMP:A', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'P', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T', '-SPEC:C', '-COMP:T/fin', '!COMP:D', '-SPEC:FORCE', '!COMP:*', 'adjoinable'}
lahella_2       {'ARG', '-SPEC:V', 'COMP:D', 'INF', '-SPEC:Neg/fin', 'PF:lahella', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:v', 'LANG:FI', '!SPEC:*', '-COMP:A', '-SPEC:iR', 'COMP:v', 'P', 'VAL', 'PHI:PER:_', '-COMP:T/fin', '-COMP:C/fin', '!COMP:*', 'adjoinable', '-COMP:FORCE', '!SPEC:D', 'COMP:V', '-SPEC:N', '-SPEC:ADV', 'LF:near', 'SPEC:*', '-SPEC:P', '-SPEC:C/fin', '-COMP:N', '-COMP:ADV', '-SPEC:iWH', 'PHI:DET:_', 'PHI:NUM:_', '-COMP:T', '-SPEC:C', '-SPEC:INF', '-SPEC:FORCE'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'ARG', '-COMP:V', 'PF:lahtea', 'SPEC:ADV', 'CLASS:INTR', '-SPEC:T/fin', 'COMP:P', '-COMP:MA/inf', 'LANG:FI', 'LF:leave', '-VAL', 'COMP:PP', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', 'SPEC:D'}
lavano          ['LANG:IT']
lava-           {'ARG', '-COMP:V', 'COMP:D', 'LF:wash', 'SPEC:ADV', '-SPEC:T/fin', 'COMP:P', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'LANG:IT', 'PF:lava', 'ASP', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', 'PHI:GEN:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:V', '-COMP:P', 'LF:D', '-SPEC:Neg/fin', '-SPEC:T/fin', '-SPEC:MA/lla', '-SPEC:P', 'PF:le', 'COMP:N', '-COMP:uR', 'D', 'LANG:IT', '-ARG', 'OP', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-COMP:D', '!PROBE:N', '!COMP:*', 'adjoinable'}
leaves          ['LANG:EN']
leave           {'ARG', '-COMP:V', 'SPEC:ADV', '!SPEC:D', '-SPEC:T/fin', 'COMP:P', '-VAL', 'LF:leave', '-COMP:N', 'V', 'SPEC:TO/inf', 'PF:leave', 'ASP', 'PHI:DET:_', 'LANG:EN', 'PHI:PER:_', 'PHI:NUM:_', 'PHI:GEN:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
leave-          {'ARG', '-COMP:V', 'SPEC:ADV', '!SPEC:D', '-SPEC:T/fin', 'COMP:P', '-VAL', 'LF:leave', '-COMP:N', 'V', 'SPEC:TO/inf', 'PF:leave', 'ASP', 'PHI:DET:_', 'LANG:EN', 'PHI:PER:_', 'PHI:NUM:_', 'PHI:GEN:_', '-COMP:T/fin', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
like-           {'ARG', '-COMP:V', 'SPEC:ADV', 'LF:like', '-SPEC:T/fin', 'PF:like', 'COMP:P', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'LANG:EN', 'PHI:PER:_', 'PHI:NUM:_', 'PHI:GEN:_', '!COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
likes           ['LANG:EN']
like            {'ARG', '-COMP:V', 'SPEC:ADV', 'LF:like', '-SPEC:T/fin', 'PF:like', 'COMP:P', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'LANG:EN', 'PHI:PER:_', 'PHI:NUM:_', 'PHI:GEN:_', '!COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
little          ['LANG:EN']
little-         {'PF:little-', 'LF:little', '0', '2SPEC', 'LANG:EN', 'SPEC:D'}
lle             {'+SEM:directional', 'ARG', '-SPEC:V', 'TAIL:V,+SEM:directional', 'COMP:D', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:N', '-SPEC:v', '-SPEC:ADV', '-SPEC:P', 'LANG:FI', '-SPEC:C/fin', '-VAL', '-COMP:N', 'LF:for', '-SPEC:*', '-COMP:ADV', '-COMP:A', 'PF:P(lle)', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'P', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-SPEC:FORCE', '!COMP:*', 'adjoinable'}
lla             {'ARG', '-SPEC:V', 'COMP:D', '-SPEC:Neg/fin', '-SPEC:T/fin', 'TAIL:*V', '-COMP:uWH', '-SPEC:v', '-SPEC:N', '-SPEC:ADV', 'SPEC:*', '-SPEC:P', 'TAIL:T', 'LANG:FI', '-SPEC:C/fin', '-VAL', 'LF:by', '-COMP:N', 'PF:P(lla)', '-COMP:ADV', '-COMP:A', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'P', 'PHI:NUM:_', 'PHI:PER:_', '-COMP:T', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-SPEC:FORCE', '!COMP:*', 'adjoinable'}
Luisa           ['LANG:IT']
Luisa-          {'-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SEM:directional', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', 'LF:Luisa', 'LANG:IT', '-COMP:A', '-SPEC:R', 'PF:Luisa', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', 'LF:read', 'PF:luke', 'COMP:P', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', 'COMP:P', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'ASP:BOUNDED', 'PHI:NUM:_', 'LF:find', 'PHI:PER:_', '!COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*', 'PF:loyta-'}
Mary            ['LANG:EN']
Mary-           {'-SPEC:V', 'PF:Mary', '-SPEC:T/fin', 'LF:Mary', 'COMP:R', '-COMP:WH', 'N', '-adjoinable', '-COMP:A', 'LANG:EN', '-COMP:C/fin', '-COMP:v', 'COMP:R/D', '-COMP:V', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SEM:directional', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', '-SPEC:P', '-SPEC:C/fin', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-SPEC:R', '-SPEC:INF', 'COMP:uR', '-SPEC:FORCE', '-COMP:VA/inf'}
Merja           ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merja-          {'-SPEC:V', '-SPEC:T/fin', 'COMP:R', 'LANG:FI', '-COMP:WH', 'N', '-adjoinable', '-COMP:A', 'PF:Merja', 'LF:Merja', '-COMP:C/fin', '-COMP:v', 'COMP:R/D', '-COMP:V', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SEM:directional', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', '-SPEC:P', '-SPEC:C/fin', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-SPEC:R', '-SPEC:INF', 'COMP:uR', '-SPEC:FORCE', '-COMP:VA/inf'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
malla           {'ADV', '-SPEC:Neg/fin', 'COMP:v', 'MA/inf', '-SPEC:T/fin', '-SPEC:N', '-SPEC:FORCE', 'adjoinable', 'PF:malla', 'SPEC:*', 'TAIL:T', 'LANG:FI', 'LF:by'}
meren           ['LANG:FI']
mere-           {'PF:meri', '-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'LF:ocean', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
mies            {'-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'LF:man', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'PF:mies', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
mistake         {'-SPEC:V', 'PF:mistake', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'LANG:EN', 'LF:mistake', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'LF:what', '-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'PF:mika-', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'+SEM:directional', 'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', 'LF:move', 'COMP:P', 'LANGN:EN', '-VAL', 'PF:move', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'PHI:NUM:_', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
mukavasti       ['LANG:EN']
mukava-         {'LF:comfortably', '0', 'SPEC:D', 'PF:mukavasti', 'LANG:FI', '2SPEC'}
must            {'ARG', '-SPEC:V', 'SPEC:FORCE', '!PROBE:V', '-SPEC:T/fin', 'COMP:V', '-SPEC:N', '-SPEC:v', 'T/fin', '-SPEC:TO/inf', 'T', 'FIN', 'SPEC:*', '-SPEC:C/fin', '-SPEC:Neg', '!SPEC:*', 'COMP:Neg', 'LF:must', 'SPEC:TO/inf', 'COMP:T/prt', 'COMP:v', 'PHI:DET:_', 'LANG:EN', 'VAL', 'PHI:NUM:_', '-COMP:INF', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', 'MODAL', '-COMP:T/fin', '!COMP:*', 'PF:must', 'SPEC:D'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', 'LF:sell', '-SPEC:T/fin', 'COMP:P', 'PF:myy', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'ASP:BOUNDED', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
naki            ['LANG:FI']
nake-           {'ARG', '-COMP:V', '-COMP:P', 'LF:see', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', '-COMP:ESSA/inf', '-COMP:MA/tta', 'COMP:P', 'LANG:FI', 'PF:nake', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', '-COMP:MA/ssa', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'ASP:BOUNDED', 'PHI:NUM:_', 'PHI:PER:_', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
nayttaa         ['LANG:FI']
naytta-         {'-COMP:V', 'SPEC:ADV', '!SPEC:D', '-SPEC:T/fin', 'COMP:P', 'LF:seem', 'LANG:FI', 'SEM:internal', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', '-ARG', 'VAL', '!COMP:VA/inf', 'PF:naytta', '-SPEC:FORCE', 'SPEC:P', '-COMP:v'}
ndo             {'-SPEC:V', 'INF', '!COMP:*', 'LF:ing', 'COMP:v', '-SPEC:T/fin', 'COMP:V', 'LANG:EN', 'VAL', '?ARG', 'PF:PRG', '-COMP:T/fin', '-COMP:C/fin', 'PRG', '-COMP:FORCE'}
ne              {'PF:ne', '-SPEC:V', '-COMP:P', '-SPEC:Neg/fin', '-SPEC:T/fin', 'LF:those', 'PHI:NUM:PL', '-SPEC:MA/lla', '-SPEC:P', 'LANG:FI', 'COMP:N', '-COMP:uR', 'D', 'PHI:PER:3', '-ARG', 'OP', '-SPEC:C', '-COMP:T/fin', '-SPEC:INF', '-COMP:D', '!PROBE:N', '!COMP:*', 'adjoinable'}
niiden          ['LANG:EN']
nen             {'LF:ing', 'PF:a', 'A', 'COMP:0', '-SPEC:A', 'SPEC:*', 'TAIL:D', 'LANG:FI', '-SPEC:D'}
not             {'ARG', 'PF:not', 'POL:NEG', 'LF:not', '-SPEC:T/fin', 'PHI:DET:_', 'LANG:EN', 'PHI:PER:_', '-COMP:C', 'Neg', 'PHI:NUM:_', 'PHI:GEN:_', 'SPEC:*', '-COMP:D', '-VAL', '!COMP:*', '-COMP:FIN'}
nukahti         ['LANG:FI']
nukkunut        ['LANG:FI']
nukuttiin       ['LANG:FI']
nukkua          ['LANG:FI']
nukkui          ['LANG:FI']
nukkuu          ['LANG:FI']
nukku-          {'ARG', '-COMP:V', 'PF:nukku', '-COMP:Neg/fin', 'SPEC:ADV', 'CLASS:INTR', '-SPEC:T/fin', 'LF:sleep', 'COMP:P', '-COMP:MA/inf', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'PHI:PER:_', 'PHI:NUM:_', '-COMP:T', '-COMP:T/fin', '-COMP:D', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', 'SPEC:D'}
ollut           ['LANG:FI']
on'             ['LANG:FI']
on'             ['LANG:FI']
omaisuutensa    ['LANG:FI']
omaisuuttaan    ['LANG:FI']
omaisuus-       {'-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'PF:omaisuuden', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'LF:possessions', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
operatoria      ['LANG:IT']
operatoria-     {'LF:operation', '0', 'LANG:IT', '2SPEC', 'PF:operatoria', 'SPEC:D'}
ostaa           ['LANG:FI']
osta-           {'ARG', '-COMP:V', '-COMP:P', 'COMP:D', 'SPEC:ADV', '-SPEC:T/fin', 'PF:osta', 'COMP:P', 'LANG:FI', '-VAL', '-COMP:N', 'V', 'SPEC:TO/inf', 'ASP', 'PHI:DET:_', 'CLASS:TR', 'ASP:BOUNDED', 'PHI:NUM:_', 'PHI:PER:_', 'LF:buy', '-SPEC:FORCE', 'SPEC:P', '-COMP:v', '!COMP:*'}
paivan          ['LANG:EN']
paivaa          ['LANG:EN']
paiva           ['LANG:EN']
paiva-          {'SEM:nonreferential', 'PF:paiva', '-SPEC:V', '-COMP:V', '-SPEC:T/fin', '-COMP:AUX', '-SPEC:N', '-SPEC:ADV', '-SPEC:uWH', 'COMP:P', 'COMP:D/rel', 'COMP:R', '-SPEC:P', 'LANG:FI', '-COMP:WH', '-SPEC:C/fin', 'N', '-SPEC:INF', '-COMP:N', 'COMP:C', 'SPEC:A', 'COMP:T/prt', '-COMP:A', '-SPEC:R', 'LF:day', '-COMP:C/fin', 'COMP:uR', '-SPEC:FORCE', '-COMP:v', 'COMP:R/D', '-COMP:VA/inf'}
past            {'ARG', '-SPEC:V', 'COMP:D', '-SPEC:Neg/fin', '-SPEC:T/fin', '-COMP:uWH', '-SPEC:N', '-SPEC:v', '-SPEC:ADV', '-SPEC:P', '-SPEC:C/fin', '-VAL', '-COMP:N', '-SPEC:*', '-COMP:ADV', 'LF:past', '-COMP:A', 'PF:past', '-SPEC:iR', '-SPEC:iWH', 'PHI:DET:_', 'LANG:EN', 'P', 'PHI:NUM:_', 'PHI:PER:_', '-float', '-COMP:T', '-SPEC:C', 'PHI:GEN:_', '-COMP:T/fin', '-SPEC:INF', '-SPEC:FORCE', '!COMP:*', 'adjoinable'}
Pariisia        ['LANG:FI']
