dummy          {'LANG:EN', 'dummy'}
infermieri      {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'LANG:IT', 'COMP:D/rel', 'LF:nurses', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'PF:infermieri', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
is              ['LANG:EN']
be-             {'PF:be', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', '-COMP:TO/inf', 'ASP', '-COMP:V', 'LF:be', 'V', '!COMP:*', 'LANG:EN', 'SPEC:φ', 'COPULA', '-SPEC:FORCE', 'SPEC:TO/inf', '-ARG'}
istuuko         ['LANG:FI']
istuu           ['LANG:FI']
istu-           {'PF:istuu', 'LF:sit', 'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '-COMP:MA/inf', 'LANG:FI', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
John            ['LANG:EN']
John-           {'-COMP:N', '-COMP:v', 'LF:John', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SEM:directional', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'PF:John', '-adjoinable', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:who', '-COMP:C/fin', 'COMP:R', 'LANG:FI', 'PHI_N', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', '-COMP:*', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'PF:joka', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SEM:directional', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'PF:Jukka', 'LF:Jukka', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
juokse-         {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'PF:juokse-', 'SPEC:TO/inf', 'LF:run', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'LANG:FI', 'ARG', '-SPEC:T/fin'}
kaksi           {'TAIL:ARG,VAL,FIN', 'PHI:NUM:SG', 'NUM', '-VAL', 'COMP:n', 'COMP:N', 'PHI:PER:_', 'PHI:GEN:_', 'φ', 'PHI:NUM:_', 'PHI:DET:_', '!COMP:*', 'LANG:FI', '-COMP:D', 'LF:two', 'SPEC:*', 'PF:kaksi', '-COMP:QN', 'ARG', 'COMP:φ'}
kaksi           {'NUM', '-VAL', 'COMP:n', 'COMP:N', 'PHI:PER:_', 'PHI:GEN:_', 'φ', 'PHI:NUM:_', 'PHI:DET:_', '!COMP:*', 'TAIL:ARG,ASP:BOUNDED', 'TAIL:*POL:NEG', '-COMP:D', 'LF:two', 'LANG:EN', 'SPEC:*', 'PF:kaksi', '-COMP:QN', 'ARG', 'COMP:φ'}
kaksi_1         {'TAIL:ARG,VAL,FIN', 'PHI:NUM:SG', 'NUM', '-VAL', 'COMP:n', 'COMP:N', 'PHI:PER:_', 'PHI:GEN:_', 'φ', 'PHI:NUM:_', 'PHI:DET:_', '!COMP:*', 'LANG:FI', '-COMP:D', 'LF:two', 'SPEC:*', 'PF:kaksi', '-COMP:QN', 'ARG', 'COMP:φ'}
kaksi_2         {'NUM', '-VAL', 'COMP:n', 'COMP:N', 'PHI:PER:_', 'PHI:GEN:_', 'φ', 'PHI:NUM:_', 'PHI:DET:_', '!COMP:*', 'TAIL:ARG,ASP:BOUNDED', 'TAIL:*POL:NEG', '-COMP:D', 'LF:two', 'LANG:EN', 'SPEC:*', 'PF:kaksi', '-COMP:QN', 'ARG', 'COMP:φ'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'NUM', 'COMP:n', 'COMP:N', 'LANG:FI', '-COMP:D', 'LF:two', 'SPEC:*', 'PF:kaksi', '-COMP:QN', 'φ', 'COMP:φ'}
kaupunkia       ['LANG:EN']
kaupunki-       {'-COMP:N', '-COMP:v', 'PF:kaupunki', 'COMP:C', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-COMP:P', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', 'LF:city', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'SPEC:ADV', 'LF:order', '!COMP:A/inf', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:*', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', 'LANG:FI', 'PF:kaske', 'ARG', 'SEM:external', '-SPEC:T/fin'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'LF:watch', 'SPEC:A', '-SPEC:INF', '-COMP:V', 'PF:kello', 'COMP:R', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
kello0-         {'0', 'PF:kello', 'LF:watch', 'SPEC:φ', '2SPEC', 'LANG:FI'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'PF:key', 'COMP:R', '-SEM:directional', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'LF:key', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'LF:book', 'COMP:R', '-SEM:directional', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'PF:kirja', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
knows           ['LANG:EN']
know-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'LF:know', 'PF:know', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LANG:EN', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
kohti           {'-COMP:N', '-SPEC:Neg/fin', '-VAL', 'PF:kohti', '-SPEC:V', '-COMP:uWH', '-SPEC:P', '-COMP:ADV', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', 'TAIL:V', 'ARG', '-SPEC:iR', 'PHI:NUM:_', 'LF:towards', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:ADV', 'LANG:FI', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:v', 'SPEC:*', '-COMP:A', '-SPEC:iWH', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
koko            {'-SPEC:Neg/fin', 'COMP:n', 'LF:all', 'TAIL:T', '-SPEC:V', 'COMP:N', '!PROBE:N', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'φ', 'PF:koko', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', '!COMP:*', 'LANG:FI', '-COMP:T/fin', 'D', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
kuka            ['LANG:FI']
KUKA            ['LANG:FI']
kuka-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'LF:who', '-COMP:C/fin', 'COMP:R', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', 'PHI', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', 'PF:kuka', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'COMP:P', 'SPEC:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:WH', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'LF:snore', 'V', 'PF:kuorsaa', 'LANG:FI', '-COMP:T/fin', 'ARG', '-SPEC:T/fin'}
kysyi           ['LANG:EN']
kysy-           {'LF:ask', 'SPEC:ADV', '-COMP:N', '-COMP:v', 'PF:kysya', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', '!PROBE:FORCE:OP:WH', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', 'LANG:FI', '-SPEC:FORCE', 'SPEC:TO/inf'}
lahella         {'LF:near', '-COMP:N', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', '-COMP:C/fin', 'INF', 'PHI:NUM:_', 'COMP:v', 'PF:lahella', 'TAM', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'SPEC:*', '-SPEC:iWH', '-COMP:FORCE', '-SPEC:FORCE', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '!SPEC:*', 'COMP:V', '-SPEC:iR', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', 'VAL', '-COMP:T/fin', '!SPEC:φ', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
lahella         {'LF:near', '-COMP:N', '-SPEC:Neg/fin', '-VAL', '-SPEC:V', '-COMP:uWH', '-SPEC:P', '-COMP:ADV', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', 'ARG', '-SPEC:iR', 'PHI:NUM:_', '!COMP:φ', 'PF:lahella', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:ADV', 'LANG:FI', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:v', 'SPEC:*', '-COMP:A', '-SPEC:iWH', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
lahella_1       {'LF:near', '-COMP:N', '-SPEC:Neg/fin', '-VAL', '-SPEC:V', '-COMP:uWH', '-SPEC:P', '-COMP:ADV', 'PHI:PER:_', 'PHI:GEN:_', '-SPEC:C', 'ARG', '-SPEC:iR', 'PHI:NUM:_', '!COMP:φ', 'PF:lahella', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', '-SPEC:ADV', 'LANG:FI', '-COMP:T/fin', '-SPEC:C/fin', '-SPEC:v', 'SPEC:*', '-COMP:A', '-SPEC:iWH', '-SPEC:FORCE', 'COMP:φ', '-SPEC:T/fin'}
lahella_2       {'LF:near', '-COMP:N', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', '-COMP:C/fin', 'INF', 'PHI:NUM:_', 'COMP:v', 'PF:lahella', 'TAM', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'SPEC:*', '-SPEC:iWH', '-COMP:FORCE', '-SPEC:FORCE', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '!SPEC:*', 'COMP:V', '-SPEC:iR', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', 'VAL', '-COMP:T/fin', '!SPEC:φ', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'SPEC:ADV', '-COMP:N', 'LF:leave', '-COMP:v', 'COMP:PP', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', '-COMP:φ', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'CLASS:INTR', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '-COMP:MA/inf', 'LANG:FI', 'PF:lahtea', 'SPEC:φ', 'ARG', '-SPEC:T/fin'}
lavano          ['LANG:IT']
lava-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'LANG:IT', 'PHI:PER:_', 'LF:wash', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'V', '!COMP:*', 'PF:lava', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-SPEC:Neg/fin', 'COMP:n', '-SPEC:V', 'COMP:N', 'LANG:IT', '!PROBE:N', '-SPEC:C', '-EDGE:*', '-COMP:uR', 'φ', 'PF:le', 'LF:φ', '-SPEC:MA/lla', '-SPEC:INF', 'adjoinable', '!COMP:*', '-COMP:T/fin', 'D', '-SPEC:P', '-COMP:P', 'COMP:φ', '-SPEC:T/fin', '-ARG'}
leaves          ['LANG:EN']
leave           {'SPEC:ADV', '-COMP:N', 'LF:leave', '-COMP:v', '-VAL', 'PF:leave', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', '-COMP:T/fin', '!SPEC:φ', 'LANG:EN', '-SPEC:FORCE', 'SPEC:TO/inf'}
leave-          {'SPEC:ADV', '-COMP:N', 'LF:leave', '-COMP:v', '-VAL', 'PF:leave', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', 'V', '-COMP:T/fin', '!SPEC:φ', 'LANG:EN', '-SPEC:FORCE', 'SPEC:TO/inf'}
like-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'LF:like', '!COMP:φ', 'ASP', 'PHI:DET:_', '-COMP:V', 'PF:like', 'V', 'LANG:EN', '-SPEC:FORCE', 'SPEC:TO/inf'}
likes           ['LANG:EN']
like            {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', '-SPEC:T/fin', 'PHI:PER:_', 'PHI:GEN:_', 'ARG', 'PHI:NUM:_', 'LF:like', '!COMP:φ', 'ASP', 'PHI:DET:_', '-COMP:V', 'PF:like', 'V', 'LANG:EN', '-SPEC:FORCE', 'SPEC:TO/inf'}
little          ['LANG:EN']
little-         {'PF:little-', '0', 'LANG:EN', 'LF:little', 'SPEC:φ', '2SPEC'}
lle             {'-COMP:N', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', 'PF:P(lle)', 'PHI:NUM:_', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'LF:for', '-SPEC:iWH', '-SPEC:FORCE', '-VAL', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', 'TAIL:V,+SEM:directional', '-SPEC:C', '-SPEC:*', '-SPEC:iR', '+SEM:directional', '-SPEC:INF', 'PHI:DET:_', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
lla             {'-COMP:N', 'LF:by', '-SPEC:Neg/fin', '-SPEC:V', 'PHI:GEN:_', 'TAIL:*V', 'PHI:NUM:_', '-COMP:T', 'adjoinable', 'P', '-SPEC:T/prt', '!COMP:*', 'LANG:FI', '-SPEC:C/fin', 'SPEC:*', '-SPEC:iWH', '-SPEC:FORCE', 'PF:P(lla)', '-VAL', 'TAIL:T', '-COMP:uWH', 'PHI:PER:_', '-COMP:ADV', '-SPEC:C', '-SPEC:iR', 'PHI:DET:_', '-SPEC:INF', '-SPEC:N', '-SPEC:ADV', '-COMP:T/fin', '-SPEC:v', '-COMP:A', '-SPEC:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
Luisa           ['LANG:IT']
Luisa-          {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SEM:directional', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'LF:Luisa', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'LANG:IT', 'COMP:T/prt', '-COMP:WH', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', 'PF:Luisa', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LF:read', 'LANG:FI', 'PF:luke', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', '!COMP:φ', 'ASP', 'PF:loyta-', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'V', '!COMP:*', 'LF:find', 'LANG:FI', 'ASP:BOUNDED', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
Mary            ['LANG:EN']
Mary-           {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', '-COMP:C/fin', 'COMP:R', '-SEM:directional', '-SPEC:R', '-SPEC:C/fin', 'LANG:EN', 'COMP:uR', 'N', '-SPEC:FORCE', 'LF:Mary', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', '-adjoinable', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', 'PF:Mary', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
Merja           ['LANG:FI']
Merja_nom       ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merjaahan       ['LANG:FI']
Merja-          {'-COMP:N', '-COMP:v', 'COMP:C', 'D:REF:PROPER_NAME', 'LF:Merja', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'PF:Merja', '-COMP:C/fin', 'COMP:R', '-SEM:directional', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', 'COMP:uR', 'N', '-SPEC:FORCE', '-SPEC:uWH', 'COMP:T/prt', '-COMP:WH', '-adjoinable', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', '-COMP:D', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', '-SPEC:T/fin'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
meren           ['LANG:FI']
mere-           {'-COMP:N', '-COMP:v', 'LF:ocean', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:FORCE', 'COMP:R', '-SPEC:N', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', 'PF:meri', '-SPEC:uWH', '-SPEC:T/fin'}
mies            ['LANG:EN']
mies-           {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', 'PF:mies', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', 'LF:man', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
mistake         {'-COMP:N', '-COMP:v', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'PF:mistake', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'LF:mistake', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'LANG:EN', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'-COMP:N', '-COMP:v', 'PF:mika-', 'COMP:C', 'COMP:P', '-SPEC:V', 'COMP:D/rel', 'COMP:R/D', 'COMP:T/prt', '-COMP:WH', 'LF:what', '-COMP:C/fin', 'SPEC:A', '-SPEC:INF', '-COMP:V', '-SPEC:N', 'COMP:R', '-SPEC:ADV', '-COMP:AUX', 'LANG:FI', '-SPEC:R', '-SPEC:C/fin', '-COMP:D', 'COMP:uR', '-COMP:VA/inf', '-COMP:A', '-SPEC:P', 'N', '-SPEC:FORCE', '-SPEC:uWH', '-SPEC:T/fin'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'SPEC:ADV', '-COMP:N', '-COMP:v', '-VAL', 'SPEC:P', 'COMP:P', 'PHI:PER:_', 'PF:move', 'LANGN:EN', 'PHI:GEN:_', 'SPEC:TO/inf', 'PHI:NUM:_', 'ASP', '+SEM:directional', 'PHI:DET:_', '-COMP:V', '-SPEC:FORCE', 'CLASS:TR', 'LF:move', 'V', '!COMP:*', '-COMP:P', 'ARG', 'COMP:φ', '-SPEC:T/fin'}
mukavasti       ['LANG:EN']
mukava-         {'0', 'LF:comfortably', 'PF:mukavasti', 'SPEC:φ', '2SPEC', 'LANG:FI'}
