dummy          {'LANG:EN', 'dummy'}
John-           {'COMP:R/D', '-COMP:VA/inf', '-adjoinable', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'LF:John', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'PF:John', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
joka            ['LANG:FI']
jota            ['LANG:FI']
joka-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'PHI_N', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', 'PF:joka', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', '-COMP:*', 'COMP:uR', 'LF:who', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
Jukka           ['LANG:FI', '-SEM:directional', 'LANG:FI']
Jukkaa          ['LANG:FI', '-SEM:directional']
Jukka-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', 'LF:Jukka', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'PF:Jukka', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
juosten         ['LANG:FI']
juoksee         ['LANG:FI']
juokse-         {'PF:juokse-', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'LF:run', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
kaksi           {'!COMP:*', 'PHI:NUM:_', 'NUM', 'PHI:GEN:_', 'LANG:FI', 'ARG', '-COMP:D', 'TAIL:ARG,VAL,FIN', '-VAL', 'φ', 'PHI:DET:_', 'COMP:φ', '-COMP:QN', 'PHI:NUM:SG', 'COMP:N', 'COMP:n', 'SPEC:*', 'PHI:PER:_', 'LF:two', 'PF:kaksi'}
kaksi           {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'NUM', 'PHI:GEN:_', 'ARG', '-COMP:D', '-VAL', 'TAIL:*POL:NEG', 'φ', 'PHI:DET:_', 'COMP:φ', 'TAIL:ARG,ASP:BOUNDED', '-COMP:QN', 'COMP:N', 'COMP:n', 'SPEC:*', 'PHI:PER:_', 'LF:two', 'PF:kaksi'}
kaksi_1         {'!COMP:*', 'PHI:NUM:_', 'NUM', 'PHI:GEN:_', 'LANG:FI', 'ARG', '-COMP:D', 'TAIL:ARG,VAL,FIN', '-VAL', 'φ', 'PHI:DET:_', 'COMP:φ', '-COMP:QN', 'PHI:NUM:SG', 'COMP:N', 'COMP:n', 'SPEC:*', 'PHI:PER:_', 'LF:two', 'PF:kaksi'}
kaksi_2         {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'NUM', 'PHI:GEN:_', 'ARG', '-COMP:D', '-VAL', 'TAIL:*POL:NEG', 'φ', 'PHI:DET:_', 'COMP:φ', 'TAIL:ARG,ASP:BOUNDED', '-COMP:QN', 'COMP:N', 'COMP:n', 'SPEC:*', 'PHI:PER:_', 'LF:two', 'PF:kaksi'}
kahdet          ['LANG:FI']
kahden          ['LANG:FI']
kaksi-          {'φ', 'NUM', 'COMP:φ', '-COMP:QN', 'LANG:FI', 'COMP:N', 'COMP:n', 'SPEC:*', '-COMP:D', 'LF:two', 'PF:kaksi'}
kaupunkia       ['LANG:EN']
kaupunki-       {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', 'PF:kaupunki', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', '-COMP:P', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', '-COMP:AUX', '-SPEC:N', 'LF:city', '-SPEC:T/fin', '-COMP:A'}
kaski           ['LANG:FI']
kaskee          ['LANG:FI']
kaske-          {'PHI:NUM:_', '-SPEC:*', 'SPEC:P', '-COMP:V', 'ASP', 'LF:order', 'PHI:GEN:_', 'SEM:external', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', 'PF:kaske', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', '!COMP:A/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
kellon          ['LANG:FI']
kellon          ['LANG:FI']
kellon_n        ['LANG:FI']
kellon_N        ['LANG:FI']
kelloja         ['LANG:FI']
kello           ['LANG:FI']
kello-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', '-SPEC:N', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', 'PF:kello', '-SPEC:T/fin', 'LF:watch', '-COMP:A'}
kello0-         {'LANG:FI', '2SPEC', 'SPEC:φ', 'PF:kello', 'LF:watch', '0'}
keta            ['LANG:FI']
kenen           ['LANG:FI']
key             {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'LF:key', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', 'PF:key', '-SPEC:T/fin'}
kirja           ['LANG:FI']
kirjan          ['LANG:FI']
kirjaa          ['LANG:FI']
kirja-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'LF:book', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', 'PF:kirja', '-SEM:directional', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
knows           ['LANG:EN']
know-           {'!COMP:*', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:know', 'LF:know', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
kohti           {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', '-COMP:ADV', '-SPEC:T/prt', '-SPEC:V', 'TAIL:V', 'adjoinable', '-SPEC:C/fin', '-SPEC:iR', 'PHI:GEN:_', 'P', 'LANG:FI', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', 'ARG', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', 'PHI:DET:_', 'PF:kohti', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin', 'LF:towards', '-COMP:A'}
koko            {'-EDGE:*', '!COMP:*', '-COMP:T/fin', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', 'LF:all', 'LANG:FI', '!PROBE:N', '-SPEC:C', '-SPEC:Neg/fin', 'φ', 'D', '-SPEC:INF', '-COMP:P', '-SPEC:P', 'COMP:φ', '-COMP:uR', 'COMP:N', 'COMP:n', 'TAIL:T', '-SPEC:T/fin', 'PF:koko'}
kuka            ['LANG:FI']
KUKA            ['LANG:FI']
kuka-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', 'COMP:C', '-SPEC:C/fin', 'PF:kuka', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', 'LF:who', '-SPEC:P', 'SPEC:A', 'COMP:P', 'PHI', '-SPEC:T/fin'}
kuorsaa         ['LANG:FI']
kuorsaamalla    ['LANG:FI']
kuorsaa-        {'-COMP:T/fin', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-COMP:WH', '-COMP:φ', '-VAL', '-COMP:v', 'PHI:DET:_', 'PF:kuorsaa', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin', 'LF:snore'}
kysyi           ['LANG:EN']
kysy-           {'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '!PROBE:FORCE:OP:WH', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'PF:kysya', 'SPEC:TO/inf', 'COMP:P', 'LF:ask', 'PHI:PER:_', '-SPEC:T/fin'}
lahella         {'!COMP:*', 'COMP:V', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', 'VAL', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', 'LF:near', '-SPEC:Neg/fin', 'PHI:DET:_', '-COMP:C/fin', 'INF', '-COMP:A', '-COMP:T/fin', '-COMP:ADV', '!SPEC:*', '!SPEC:φ', 'COMP:v', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', '-SPEC:v', '-COMP:FORCE', 'PF:lahella', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
lahella         {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', '-COMP:ADV', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', '-SPEC:C/fin', '-SPEC:iR', 'PHI:GEN:_', 'P', '-SPEC:FORCE', '-SPEC:ADV', 'LANG:FI', '-COMP:T', '-SPEC:C', '-VAL', 'LF:near', 'ARG', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:v', 'PF:lahella', '-SPEC:INF', 'PHI:DET:_', '-COMP:N', '!COMP:φ', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin', '-COMP:A'}
lahella_1       {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', '-COMP:ADV', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', '-SPEC:C/fin', '-SPEC:iR', 'PHI:GEN:_', 'P', '-SPEC:FORCE', '-SPEC:ADV', 'LANG:FI', '-COMP:T', '-SPEC:C', '-VAL', 'LF:near', 'ARG', '-SPEC:Neg/fin', '-COMP:uWH', '-SPEC:v', 'PF:lahella', '-SPEC:INF', 'PHI:DET:_', '-COMP:N', '!COMP:φ', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin', '-COMP:A'}
lahella_2       {'!COMP:*', 'COMP:V', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', 'VAL', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', 'LF:near', '-SPEC:Neg/fin', 'PHI:DET:_', '-COMP:C/fin', 'INF', '-COMP:A', '-COMP:T/fin', '-COMP:ADV', '!SPEC:*', '!SPEC:φ', 'COMP:v', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', '-SPEC:v', '-COMP:FORCE', 'PF:lahella', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
lahtee          ['LANG:FI']
lahtea          ['LANG:FI']
lahtemaan       ['LANG:FI']
lahtevan        ['LANG:FI']
lahtevansa      ['LANG:FI']
lahtevani       ['LANG:FI']
lahtemassa      ['LANG:FI']
lahtematta      ['LANG:FI']
lahtemalla      ['LANG:FI']
lahtiessa       ['LANG:FI']
lahtiessaan     ['LANG:FI']
lahdettyaan     ['LANG:FI']
lahdettya       ['LANG:FI']
lahde           ['LANG:FI']
lahti           ['LANG:FI']
lahte-          {'PHI:NUM:_', 'SPEC:φ', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', 'PF:lahtea', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-COMP:φ', '-VAL', 'CLASS:INTR', '-COMP:v', '-COMP:MA/inf', 'PHI:DET:_', 'COMP:PP', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:leave', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
lavano          ['LANG:IT']
lava-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', 'PF:lava', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:wash', 'COMP:φ', 'LANG:IT', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
lavato          ['LANG:IT']
lavata          ['LANG:IT']
lavare          ['LANG:IT']
lavati          ['LANG:IT']
lavando         ['LANG:IT']
lavo            ['LANG:IT']
lavi            ['LANG:IT']
lava            ['LANG:IT']
le              {'-EDGE:*', '!COMP:*', '-COMP:T/fin', '-SPEC:MA/lla', '-SPEC:V', 'adjoinable', '-ARG', '!PROBE:N', '-SPEC:C', '-SPEC:Neg/fin', 'LF:φ', 'φ', 'PF:le', 'D', '-SPEC:INF', '-COMP:P', '-SPEC:P', 'COMP:φ', 'LANG:IT', '-COMP:uR', 'COMP:N', 'COMP:n', '-SPEC:T/fin'}
leaves          ['LANG:EN']
leave           {'-COMP:T/fin', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', '!SPEC:φ', 'ASP', 'PF:leave', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:leave', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
leave-          {'-COMP:T/fin', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', '!SPEC:φ', 'ASP', 'PF:leave', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', 'SPEC:ADV', 'SPEC:TO/inf', 'LF:leave', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
like-           {'LF:like', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'PF:like', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
likes           ['LANG:EN']
like            {'LF:like', 'PHI:NUM:_', 'LANG:EN', 'SPEC:P', '-COMP:V', 'ASP', 'PF:like', 'PHI:GEN:_', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
little          ['LANG:EN']
little-         {'PF:little-', 'LANG:EN', '2SPEC', 'SPEC:φ', 'LF:little', '0'}
lle             {'!COMP:*', 'PHI:NUM:_', 'TAIL:V,+SEM:directional', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'PHI:DET:_', '+SEM:directional', 'PF:P(lle)', 'LF:for', '-COMP:A', '-COMP:T/fin', '-SPEC:*', '-COMP:ADV', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
lla             {'!COMP:*', 'PHI:NUM:_', '-SPEC:T/prt', '-SPEC:V', 'adjoinable', 'TAIL:*V', 'PHI:GEN:_', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:T', '-SPEC:C', '-VAL', '-SPEC:Neg/fin', 'LF:by', 'PHI:DET:_', 'PF:P(lla)', 'TAIL:T', '-COMP:A', '-COMP:T/fin', '-COMP:ADV', '-SPEC:C/fin', '-SPEC:iR', 'P', 'LANG:FI', 'ARG', '-COMP:uWH', '-SPEC:v', '-SPEC:INF', '-COMP:N', '-SPEC:P', 'COMP:φ', '-SPEC:iWH', 'SPEC:*', '-SPEC:N', 'PHI:PER:_', '-SPEC:T/fin'}
Luisa           ['LANG:IT']
Luisa-          {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', 'PF:Luisa', '-COMP:D', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'COMP:T/prt', 'LANG:IT', '-COMP:C/fin', 'LF:Luisa', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
lukemalla       ['LANG:FI']
lukee           ['LANG:FI']
luke-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'LF:read', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:luke', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
loydetty        ['LANG:FI']
loydettiin      ['LANG:FI']
loysimme        ['LANG:FI']
loysi           ['LANG:FI']
loytaa          ['LANG:FI']
loyta-          {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', 'PF:loyta-', 'LF:find', '-COMP:v', 'PHI:DET:_', '-COMP:N', '!COMP:φ', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:P', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
Mary            ['LANG:EN']
Mary-           {'PF:Mary', 'COMP:R/D', '-COMP:VA/inf', '-adjoinable', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'LF:Mary', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'LANG:EN', 'COMP:C', '-SPEC:C/fin', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
Merja           ['LANG:FI']
Merja_nom       ['LANG:FI']
Merjan          ['LANG:FI']
Merjan_acc      ['LANG:FI']
Merja_0acc      ['LANG:FI']
Merjan_gen      ['LANG:FI']
Merjan_poss     ['LANG:FI']
Merjaa          ['LANG:FI']
Merjaahan       ['LANG:FI']
Merja-          {'COMP:R/D', '-COMP:VA/inf', '-adjoinable', '-COMP:V', 'COMP:D/rel', '-SPEC:V', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', 'COMP:R', '-SPEC:R', 'D:REF:PROPER_NAME', 'PF:Merja', 'COMP:T/prt', '-COMP:C/fin', '-COMP:AUX', '-COMP:A', '-SEM:directional', 'LF:Merja', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-COMP:WH', '-SPEC:uWH', '-COMP:v', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'SPEC:A', 'COMP:P', '-SPEC:N', '-SPEC:T/fin'}
Merjalle        ['LANG:EN']
Merjalla        ['LANG:EN']
meren           ['LANG:FI']
mere-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'LF:ocean', 'COMP:D/rel', '-SPEC:V', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', 'PF:meri', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
mies            ['LANG:EN']
mies-           {'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'LF:man', 'COMP:D/rel', '-SPEC:V', 'COMP:C', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', 'PF:mies', '-COMP:A'}
mistake         {'LANG:EN', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', 'PF:mistake', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', 'LF:mistake', '-COMP:A'}
minka           ['LANG:FI']
mika            ['LANG:FI']
mika-           {'PF:mika-', 'COMP:R/D', '-COMP:VA/inf', '-COMP:V', 'COMP:D/rel', 'COMP:C', '-SPEC:V', '-SPEC:C/fin', 'LANG:FI', 'N', '-SPEC:FORCE', '-SPEC:ADV', '-COMP:D', '-COMP:WH', '-SPEC:uWH', 'LF:what', '-COMP:v', 'COMP:R', '-SPEC:R', '-SPEC:INF', '-COMP:N', 'COMP:uR', '-SPEC:P', 'COMP:T/prt', '-COMP:C/fin', 'SPEC:A', 'COMP:P', '-COMP:AUX', '-SPEC:N', '-SPEC:T/fin', '-COMP:A'}
mita            ['LANG:FI']
moved           ['LANG:EN']
move'           ['LANG:EN']
move-           {'!COMP:*', 'PHI:NUM:_', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LF:move', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '+SEM:directional', 'SPEC:ADV', 'SPEC:TO/inf', '-COMP:P', 'COMP:φ', 'LANGN:EN', 'COMP:P', 'PF:move', 'PHI:PER:_', '-SPEC:T/fin'}
mukavasti       ['LANG:EN']
mukava-         {'LANG:FI', '2SPEC', 'SPEC:φ', 'PF:mukavasti', 'LF:comfortably', '0'}
must            {'-COMP:T/fin', '!COMP:*', 'PF:must', 'COMP:V', 'LANG:EN', 'PHI:NUM:_', 'SPEC:φ', '-SPEC:T/prt', '!SPEC:*', 'T/fin', '-adjoinable', '-SPEC:V', 'COMP:v', 'PHI:GEN:_', '!PROBE:V', 'VAL', 'ARG', '-SPEC:N', '-SPEC:C', 'SPEC:C/fin', '-SPEC:v', '-SPEC:TO/inf', 'LF:must', 'PHI:DET:_', 'COMP:Neg', 'SPEC:TO/inf', 'T', 'COMP:T/prt', 'SPEC:FORCE', '-SPEC:Neg', '-COMP:INF', 'FIN', 'SPEC:*', 'MODAL', 'PHI:PER:_', '-SPEC:T/fin'}
myi             ['LANG:FI']
myynyt          ['LANG:FI']
myyda           ['LANG:FI']
myy-            {'-COMP:T/fin', '!COMP:*', 'PHI:NUM:_', 'PF:myy', 'LF:sell', 'SPEC:P', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-COMP:Neg/fin', '-VAL', '-COMP:v', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
naki            ['LANG:FI']
nakee           ['LANG:FI']
nake-           {'!COMP:*', 'PHI:NUM:_', 'PF:nake', 'LF:see', '-COMP:ESSA/inf', 'SPEC:P', '-COMP:MA/ssa', '-COMP:V', 'ASP', 'CLASS:TR', 'PHI:GEN:_', 'LANG:FI', '-SPEC:FORCE', 'V', 'ARG', '-VAL', '-COMP:v', '-COMP:MA/tta', 'PHI:DET:_', '-COMP:N', '-COMP:P', 'SPEC:ADV', 'SPEC:TO/inf', 'COMP:φ', 'ASP:BOUNDED', 'COMP:P', 'PHI:PER:_', '-SPEC:T/fin'}
nayttaa         ['LANG:FI']
